id,Run,Lumi,Event,jets
80,149181,1803,1702859310,tetrajet
81,149181,985,969805548,bijet
82,149181,999,984250024,trijet
83,147926,467,502807797,bijet
84,147926,465,501492361,tetrajet
85,149181,1000,985212071,bijet
86,148029,395,308725467,trijet
87,149181,999,983922912,trijet
88,148029,392,305971452,trijet
89,149181,1804,1702914192,bijet
90,148029,393,306465067,bijet
91,147926,462,498201891,bijet
92,148029,390,304702137,bijet
93,149181,997,982087934,bijet
94,149181,1789,1691472007,bijet
95,149181,1000,985751298,bijet
96,149181,1000,985397909,trijet
97,149181,985,970039623,trijet
98,149181,985,969601040,bijet
99,147929,532,475309560,trijet
100,149181,997,982100624,bijet
101,149181,998,983289920,bijet
102,147926,466,502445488,bijet
103,147926,463,498769707,trijet
104,149181,1804,1703225877,bijet
105,149181,997,982620196,trijet
106,148029,395,308087543,bijet
107,148029,392,305530439,bijet
108,149181,986,970678451,tetrajet
109,149181,1802,1702141772,bijet
110,149181,992,977011759,trijet
111,149181,1804,1703615185,trijet
112,149181,999,984195299,bijet
113,147926,466,502214177,bijet
114,149181,985,970272155,tetrajet
115,148029,393,306806980,tetrajet
116,148029,388,302850988,bijet
117,149181,999,984489312,trijet
118,148029,391,305078046,bijet
119,149181,985,969681998,trijet
120,149181,997,982651501,trijet
121,149181,1804,1702906109,bijet
122,149181,986,971183069,bijet
123,149181,986,970493028,bijet
124,148029,394,307205003,bijet
125,149181,1000,985611662,bijet
126,149181,985,969653223,bijet
127,149181,991,975624840,trijet
128,148029,395,308086693,bijet
129,147926,462,497361273,bijet
130,149181,992,977189926,trijet
131,149181,992,977581170,trijet
132,148029,390,304450750,trijet
133,148029,389,303295299,tetrajet
134,149181,997,981943182,trijet
135,149181,1802,1701832757,bijet
136,149181,992,977556574,bijet
137,149181,992,977312888,trijet
138,149181,991,975952178,trijet
139,149181,1804,1703156507,trijet
140,149181,986,970875079,trijet
141,149181,998,983719154,bijet
142,149181,992,977188223,tetrajet
143,147926,462,497568987,trijet
144,147926,463,498576504,trijet
145,149181,999,984431658,bijet
146,149181,985,970389822,trijet
147,148029,394,307553219,tetrajet
148,149181,999,984070293,trijet
149,148029,391,305525222,bijet
150,149181,1788,1691252451,bijet
151,149181,997,982234729,trijet
152,149181,991,976406007,trijet
153,147926,465,500973258,trijet
154,149181,985,970418862,trijet
155,149181,986,970644070,bijet
156,148029,394,307198757,bijet
157,149181,991,976530034,bijet
158,148029,390,304104814,trijet
159,147926,463,498824629,trijet
160,148029,395,308462526,trijet
161,147926,463,499373830,trijet
162,149181,1789,1691338322,tetrajet
163,149181,985,970383773,bijet
164,149181,1000,985277514,bijet
165,149181,1789,1691420023,bijet
166,149181,985,969711064,bijet
167,148029,390,303991435,bijet
168,147926,465,501285027,bijet
169,149181,999,984263225,bijet
170,147926,465,500879156,bijet
171,149181,997,982489035,bijet
172,149181,1788,1691252310,trijet
173,149181,1788,1690639418,bijet
174,147926,467,502957850,bijet
175,147926,467,503367463,trijet
176,149181,1789,1691287498,trijet
177,149181,997,981801686,bijet
178,149181,999,983921868,bijet
179,149181,992,977583679,bijet
180,149181,1789,1691717091,trijet
181,147926,464,500398200,trijet
182,148029,394,307382688,bijet
183,149181,1789,1691399720,bijet
184,149181,986,970881214,bijet
185,149181,1789,1691405366,tetrajet
186,148029,394,307652407,trijet
187,149181,1000,985519238,bijet
188,149181,999,984214169,trijet
189,149181,1803,1702298688,bijet
190,149181,991,976408837,bijet
191,149181,999,984037519,bijet
192,147926,467,503215713,trijet
193,148029,391,305076253,bijet
194,149181,1802,1701740820,trijet
195,147926,463,498651118,bijet
196,149181,992,976876109,trijet
197,148029,391,305195776,bijet
198,149181,1788,1690867854,bijet
199,147926,465,500809855,bijet
200,149181,1000,985390946,bijet
201,147926,463,498792130,bijet
202,148029,395,308064760,trijet
203,149181,991,976040400,bijet
204,147926,463,499255034,bijet
205,148029,394,307171869,trijet
206,149181,991,976408616,tetrajet
207,149181,992,977123048,bijet
208,148029,392,306044366,bijet
209,147926,463,498615119,bijet
210,149181,999,983891080,trijet
211,149181,1803,1702660051,bijet
212,148029,391,304804053,bijet
213,149181,1000,985038991,trijet
214,149181,1803,1702629304,bijet
215,147929,532,475414344,trijet
216,147926,464,499893892,bijet
217,149181,997,982289702,trijet
218,149181,1803,1702752993,trijet
219,149181,1803,1702828130,trijet
220,147926,465,501066724,bijet
221,147926,463,498421745,trijet
222,148029,393,306705776,bijet
223,147926,465,500678504,tetrajet
224,149181,986,970826911,bijet
225,149181,1802,1701537355,bijet
226,149181,986,970856311,tetrajet
227,147926,463,499042815,trijet
228,148029,389,303273942,bijet
229,149181,985,970250504,bijet
230,149181,1788,1691134496,bijet
231,147926,465,500907238,bijet
232,148029,392,305681727,trijet
233,147926,466,502166629,trijet
234,149181,997,982132707,trijet
235,147926,467,503228089,bijet
236,149181,998,983038093,trijet
237,149181,998,982974101,trijet
238,149181,991,976290918,bijet
239,149181,985,970434722,trijet
240,149181,985,969947318,bijet
241,147926,464,500168963,bijet
242,149181,992,977338210,bijet
243,149181,1802,1701480424,bijet
244,148029,393,306741138,bijet
245,149181,985,969622720,tetrajet
246,148029,395,308339661,bijet
247,149181,985,970215626,bijet
248,148029,392,306006295,bijet
249,149181,985,969946607,bijet
250,149181,1802,1702080686,bijet
251,149181,1804,1703387661,trijet
252,149181,1802,1701956876,bijet
253,149181,986,970532169,bijet
254,149181,992,977528582,bijet
255,149181,986,970864203,bijet
256,148029,391,305507551,bijet
257,147926,462,497300477,bijet
258,149181,986,970764717,trijet
259,147926,466,502478372,bijet
260,149181,1802,1702104228,bijet
261,149181,991,975896361,trijet
262,147926,464,500285518,bijet
263,147926,463,499166116,trijet
264,149181,1000,985512042,bijet
265,149181,998,982783407,bijet
266,148029,393,306516256,bijet
267,148029,390,304034283,bijet
268,149181,999,984194589,bijet
269,149181,997,982248377,bijet
270,148029,394,307549601,trijet
271,148029,390,304421794,bijet
272,148029,391,305519415,bijet
273,147926,466,502733198,trijet
274,148029,394,307411305,bijet
275,147926,464,499949393,bijet
276,148029,394,307284032,bijet
277,147926,463,498402447,bijet
278,148029,394,307856436,bijet
279,149181,986,970453122,bijet
280,149181,1000,985482015,trijet
281,148029,388,302896768,bijet
282,149181,991,976182273,bijet
283,149181,1789,1691593493,bijet
284,147926,466,502233340,bijet
285,148029,389,303543478,trijet
286,148029,393,306508673,bijet
287,147926,465,501181591,tetrajet
288,148029,393,306790477,bijet
289,148029,392,305759239,bijet
290,148029,395,308333720,bijet
291,147926,462,498292647,bijet
292,148029,392,305582823,bijet
293,149181,1803,1702781599,bijet
294,147926,465,501391088,bijet
295,149181,986,970816974,bijet
296,149181,998,983009003,bijet
297,148029,391,305096620,bijet
298,148029,392,306172746,bijet
299,148029,389,303391903,trijet
300,149181,1802,1701559235,bijet
301,149181,998,983648847,trijet
302,148029,391,304982139,bijet
303,149181,986,970692084,bijet
304,149181,985,969820967,bijet
305,147926,466,502728364,bijet
306,149181,1804,1703597937,trijet
307,148029,394,307286779,bijet
308,149181,1000,985766149,bijet
309,148029,390,304047836,bijet
310,147926,467,503269451,bijet
311,148029,393,307113489,bijet
312,148029,394,307414072,bijet
313,149181,1788,1690567197,bijet
314,149181,999,984252783,bijet
315,147926,463,499059729,bijet
316,149181,986,970952860,bijet
317,148029,390,303959032,bijet
318,147926,466,501886559,trijet
319,149181,1803,1702582667,tetrajet
320,149181,997,982482801,bijet
321,149181,998,982978736,bijet
322,147926,464,500401764,trijet
323,147926,467,503432956,bijet
324,149181,1804,1703416962,bijet
325,149181,1788,1691168551,trijet
326,149181,1803,1702213232,bijet
327,149181,1000,985460125,bijet
328,149181,1000,984969761,bijet
329,147926,463,499216233,bijet
330,149181,1000,984790574,trijet
331,149181,1803,1702303167,trijet
332,147926,464,499613872,bijet
333,147926,467,503674866,tetrajet
334,149181,1000,985331437,bijet
335,148029,390,304227846,trijet
336,147926,466,502566409,trijet
337,149181,985,969728364,tetrajet
338,148029,393,307077997,bijet
339,149181,992,977243346,tetrajet
340,149181,1803,1702517715,trijet
341,149181,1803,1702657423,trijet
342,149181,1804,1703547630,bijet
343,149181,991,976181443,bijet
344,147926,467,502786023,bijet
345,149181,998,983707623,bijet
346,147926,463,498408314,bijet
347,149181,986,970730024,bijet
348,148029,394,307840097,trijet
349,147926,466,501733171,bijet
350,149181,999,983770032,bijet
351,149181,986,970483691,bijet
352,148029,390,304636778,trijet
353,149181,1000,985099577,bijet
354,149181,985,969583856,bijet
355,149181,1803,1702695261,trijet
356,147926,463,498996501,bijet
357,149181,1788,1691111461,trijet
358,148029,390,304563423,bijet
359,149181,1789,1691758709,bijet
360,149181,986,971154184,trijet
361,148029,391,305372087,bijet
362,147926,465,501633169,bijet
363,147929,532,474941180,trijet
364,147926,463,499037171,bijet
365,149181,992,976783155,bijet
366,147929,532,475436595,bijet
367,148029,390,304613372,bijet
368,149181,998,982875318,trijet
369,149181,998,983317357,trijet
370,149181,1804,1703436539,trijet
371,149181,985,969866435,bijet
372,149181,991,976496390,bijet
373,149181,1802,1701545106,bijet
374,147926,462,497893368,bijet
375,148029,395,308092576,bijet
376,149181,985,969731520,bijet
377,147926,465,501640073,trijet
378,149181,1788,1691222360,bijet
379,148029,394,307267419,bijet
380,149181,986,971358515,trijet
381,149181,985,969465802,bijet
382,149181,991,975705951,bijet
383,149181,997,982007654,bijet
384,149181,1803,1702685804,bijet
385,147926,462,498262128,bijet
386,147926,462,497945498,bijet
387,149181,1000,985685074,trijet
388,147929,532,475237145,bijet
389,148029,391,305516912,trijet
390,149181,1803,1702290017,bijet
391,148029,393,306656891,bijet
392,148029,393,306618570,bijet
393,149181,1802,1701486017,bijet
394,149181,986,971259573,bijet
395,148029,393,306529893,bijet
396,147926,465,500910165,bijet
397,149181,997,982428966,bijet
398,147926,464,499512124,tetrajet
399,147926,465,500762806,bijet
400,148029,393,306683179,trijet
401,149181,997,982250022,bijet
402,148029,394,307402421,bijet
403,149181,1802,1702071678,bijet
404,149181,1789,1691457023,trijet
405,149181,1802,1701885596,bijet
406,149181,999,983967159,bijet
407,147926,466,502715402,bijet
408,149181,1000,984931152,bijet
409,148029,388,302365588,bijet
410,149181,1802,1702064963,bijet
411,149181,1803,1702460511,trijet
412,147926,466,502193759,bijet
413,149181,999,983799467,bijet
414,149181,1000,984797466,bijet
415,149181,998,982974006,trijet
416,149181,986,971357080,bijet
417,149181,986,971373195,bijet
418,147926,464,500429378,bijet
419,149181,998,983215260,bijet
420,147929,532,475255877,bijet
421,149181,1804,1703367052,bijet
422,149181,986,971254566,trijet
423,149181,997,981847151,bijet
424,148029,393,306430194,trijet
425,149181,1804,1703630005,bijet
426,147926,467,503673115,bijet
427,148029,390,304255008,bijet
428,149181,1804,1703238235,bijet
429,147929,532,475577426,bijet
430,149181,1788,1690665235,tetrajet
431,149181,1802,1701903042,trijet
432,148029,390,304120885,bijet
433,147926,466,502698516,bijet
434,149181,991,975854386,trijet
435,148029,391,304911902,trijet
436,149181,1000,984950771,bijet
437,149181,999,984327145,trijet
438,148029,389,303670207,bijet
439,149181,986,971306321,bijet
440,149181,1789,1691442643,tetrajet
441,148029,389,303636892,bijet
442,147926,464,500172959,bijet
443,149181,986,971074620,trijet
444,149181,992,977046414,trijet
445,147926,463,498575704,bijet
446,149181,985,969844912,bijet
447,147926,466,502273641,bijet
448,149181,1802,1701845763,bijet
449,148029,392,305587836,trijet
450,148029,390,304205940,bijet
451,149181,1803,1702357984,bijet
452,149181,985,970158955,trijet
453,147926,466,502418130,bijet
454,148029,393,307131304,bijet
455,148029,389,303266184,bijet
456,149181,997,982682885,bijet
457,149181,992,976816481,bijet
458,149181,1803,1702405821,bijet
459,149181,992,977055885,bijet
460,148029,390,303978131,trijet
461,148029,393,306366255,tetrajet
462,149181,986,971110808,bijet
463,148029,388,302698001,bijet
464,149181,985,970044595,trijet
465,147926,463,498404375,bijet
466,149181,1802,1701922458,bijet
467,149181,998,983090167,trijet
468,148029,393,306409567,trijet
469,149181,986,971143688,trijet
470,149181,998,982900755,trijet
471,149181,985,969905910,trijet
472,149181,1802,1702136125,bijet
473,149181,998,983486436,trijet
474,147926,467,503139473,bijet
475,148029,392,305561642,trijet
476,147926,462,497528170,trijet
477,149181,1788,1690857655,bijet
478,149181,985,970102202,bijet
479,149181,986,971463187,bijet
480,149181,998,983115275,bijet
481,149181,999,984094628,bijet
482,148029,393,306442285,bijet
483,149181,1788,1690683540,bijet
484,149181,1802,1701426836,trijet
485,149181,992,977122794,bijet
486,149181,986,971002292,bijet
487,148029,394,307370318,trijet
488,148029,388,302624529,bijet
489,149181,1788,1690585074,bijet
490,148029,392,305673959,bijet
491,148029,388,302356679,trijet
492,149181,1802,1701744122,trijet
493,147926,464,499469759,trijet
494,148029,393,306658167,bijet
495,147926,467,503470489,bijet
496,149181,985,969657678,trijet
497,149181,985,969510786,bijet
498,149181,1804,1703455016,bijet
499,147929,532,475529091,trijet
500,148029,389,303523128,trijet
501,149181,991,976081748,trijet
502,149181,998,983323802,bijet
503,149181,997,982376069,tetrajet
504,149181,997,982118150,trijet
505,149181,985,970377887,bijet
506,149181,1803,1702532656,trijet
507,147926,467,503099546,trijet
508,147929,532,475537092,bijet
509,149181,999,984390987,trijet
510,149181,991,975679929,trijet
511,149181,1788,1691215456,bijet
512,149181,985,969510807,bijet
513,148029,388,302538899,bijet
514,149181,999,984648534,trijet
515,149181,1804,1703197540,bijet
516,148029,394,307627069,trijet
517,149181,997,982190051,bijet
518,149181,991,975952866,bijet
519,147926,465,501049169,bijet
520,149181,997,981982298,trijet
521,147929,532,475159909,trijet
522,149181,998,983519667,bijet
523,147926,465,501173732,trijet
524,148029,392,305922149,trijet
525,147926,466,502281222,trijet
526,149181,1789,1691665987,bijet
527,149181,1000,985527314,tetrajet
528,149181,999,984522123,bijet
529,149181,1802,1701656493,tetrajet
530,149181,1803,1702507109,trijet
531,149181,992,976876277,bijet
532,148029,388,303013248,bijet
533,147926,465,501352353,bijet
534,147926,463,498389635,bijet
535,148029,392,306052177,bijet
536,148029,389,303134885,tetrajet
537,147926,466,502672777,bijet
538,147926,465,501398121,trijet
539,148029,394,307690673,trijet
540,149181,992,977393031,bijet
541,147926,467,502745177,bijet
542,149181,1802,1702068316,bijet
543,149181,997,982216948,bijet
544,147926,465,501340343,bijet
545,148029,394,307425824,bijet
546,148029,392,305600497,trijet
547,149181,1803,1702664013,bijet
548,147926,466,501864268,trijet
549,149181,991,976088421,bijet
550,149181,999,984070503,bijet
551,149181,1788,1691180975,bijet
552,149181,991,975764207,bijet
553,148029,388,303102491,bijet
554,149181,1789,1691934894,bijet
555,149181,999,983981333,bijet
556,147926,466,502627980,tetrajet
557,148029,391,305214434,bijet
558,148029,389,303763326,bijet
559,149181,1000,985475436,bijet
560,149181,1000,985636805,bijet
561,149181,997,982349588,bijet
562,149181,1804,1703057157,bijet
563,147926,465,501529754,bijet
564,149181,999,983742343,trijet
565,149181,1789,1691936734,bijet
566,149181,998,983007955,bijet
567,147926,462,497411818,bijet
568,149181,997,982486290,bijet
569,147926,463,498885283,trijet
570,149181,1802,1702057076,bijet
571,149181,1804,1702877292,bijet
572,147926,467,503375613,bijet
573,147926,462,497939204,bijet
574,148029,391,305255266,tetrajet
575,149181,1000,985315173,bijet
576,149181,986,970827023,bijet
577,149181,997,982167670,bijet
578,147926,467,502978099,bijet
579,147929,532,475357888,bijet
580,149181,999,984534655,tetrajet
581,147926,465,500566620,bijet
582,149181,1802,1701390547,trijet
583,149181,997,981729891,bijet
584,148029,389,303629554,bijet
585,149181,992,976651459,bijet
586,147926,467,503626140,bijet
587,148029,390,303969830,trijet
588,149181,986,971123191,trijet
589,149181,1802,1701745013,bijet
590,149181,998,982923621,trijet
591,149181,991,976226523,bijet
592,147926,462,497621082,trijet
593,149181,999,984724221,trijet
594,149181,997,982460395,bijet
595,149181,1804,1703201496,bijet
596,149181,997,981943395,bijet
597,149181,986,970905248,bijet
598,149181,986,971294490,bijet
599,147926,466,502528787,tetrajet
600,149181,985,969494180,bijet
601,149181,1000,985265467,bijet
602,149181,1789,1691622610,trijet
603,148029,393,306948018,bijet
604,149181,999,984428665,bijet
605,149181,1803,1702294560,bijet
606,149181,1802,1702084311,trijet
607,147926,465,501047332,bijet
608,149181,1804,1703528877,bijet
609,149181,1802,1701391235,trijet
610,148029,391,304928942,bijet
611,149181,1789,1691718531,trijet
612,147926,465,500947747,bijet
613,149181,991,975974816,bijet
614,149181,991,975830241,bijet
615,149181,998,983605667,trijet
616,149181,1803,1702290415,bijet
617,148029,393,306494836,bijet
618,147926,465,500609186,trijet
619,149181,992,977539479,bijet
620,148029,389,303884776,trijet
621,147929,532,475632258,trijet
622,148029,395,308143036,bijet
623,149181,991,975882761,bijet
624,148029,392,305964727,bijet
625,147926,464,499645014,bijet
626,149181,992,977446278,trijet
627,147926,462,497396333,tetrajet
628,149181,997,982667032,tetrajet
629,149181,986,970612169,bijet
630,149181,1802,1701420968,trijet
631,147929,532,475428948,trijet
632,147926,466,501954177,trijet
633,147926,464,499693843,bijet
634,149181,1000,984768013,trijet
635,149181,985,969498212,trijet
636,147926,464,500046131,tetrajet
637,148029,391,305035779,trijet
638,149181,1804,1703422104,bijet
639,149181,998,983076377,bijet
640,149181,997,981736102,tetrajet
641,149181,1789,1691347253,bijet
642,147926,464,499713784,tetrajet
643,149181,1789,1691832274,bijet
644,148029,395,308131945,trijet
645,149181,1000,985280191,bijet
646,148029,395,308442215,trijet
647,148029,389,303414953,bijet
648,149181,1788,1690919356,bijet
649,149181,998,983443568,bijet
650,149181,1802,1701870280,bijet
651,149181,997,981960559,bijet
652,147929,532,475607974,bijet
653,147926,465,501509590,bijet
654,147926,466,502402166,bijet
655,149181,991,976271949,bijet
656,148029,391,305254714,bijet
657,148029,394,307817470,bijet
658,149181,992,976888889,bijet
659,149181,999,984044977,bijet
660,149181,1788,1690895669,bijet
661,149181,1803,1702268605,bijet
662,149181,1000,985221440,bijet
663,148029,390,303977409,trijet
664,149181,992,977430902,bijet
665,147926,465,501121613,bijet
666,149181,992,976810025,bijet
667,149181,1789,1691706182,trijet
668,148029,394,307442096,bijet
669,147926,466,502297000,trijet
670,149181,997,981995086,bijet
671,149181,999,984524723,trijet
672,149181,986,970761726,bijet
673,149181,1000,985383604,trijet
674,149181,986,970559983,bijet
675,149181,986,970951275,tetrajet
676,147926,467,502996765,trijet
677,147926,465,501424230,bijet
678,148029,392,305629507,bijet
679,147926,464,499778511,bijet
680,147926,463,498431754,bijet
681,149181,999,983750556,tetrajet
682,149181,999,983887357,bijet
683,148029,393,306632417,trijet
684,149181,986,970764853,bijet
685,149181,992,976917458,bijet
686,149181,986,971385107,bijet
687,147926,466,502541156,bijet
688,147926,467,503330558,bijet
689,148029,388,302391204,trijet
690,149181,1789,1691552983,trijet
691,148029,390,304278822,trijet
692,149181,986,970555596,bijet
693,149181,1000,985219387,trijet
694,149181,992,977122986,trijet
695,147926,467,502762670,trijet
696,149181,991,976413067,bijet
697,149181,1000,985410158,trijet
698,148029,393,306852535,bijet
699,149181,1802,1701677573,bijet
700,149181,985,970422310,trijet
701,149181,1789,1691536665,trijet
702,149181,1788,1690821451,tetrajet
703,149181,999,984623968,bijet
704,149181,997,982442366,trijet
705,149181,997,982009658,bijet
706,148029,390,304646916,bijet
707,147926,467,503488565,bijet
708,149181,986,970813399,bijet
709,149181,1789,1691812715,bijet
710,149181,998,983334260,bijet
711,149181,998,983130630,bijet
712,149181,985,969925270,trijet
713,148029,392,305743906,bijet
714,149181,999,984313205,bijet
715,149181,985,969845313,trijet
716,149181,985,969666120,bijet
717,148029,388,302675512,trijet
718,149181,1804,1703472873,bijet
719,147926,467,503179717,bijet
720,149181,999,983971995,bijet
721,148029,388,302696186,bijet
722,149181,992,976732059,tetrajet
723,149181,1789,1691350540,bijet
724,149181,998,983144475,trijet
725,147926,462,497594190,bijet
726,147929,532,475487831,bijet
727,149181,1804,1703644823,trijet
728,149181,991,976457414,bijet
729,149181,985,969814176,trijet
730,148029,389,303184351,bijet
731,149181,998,982860623,bijet
732,149181,991,976436593,trijet
733,149181,999,984437416,bijet
734,148029,389,303837230,bijet
735,149181,998,983545826,bijet
736,147926,463,499288462,trijet
737,147926,463,498563379,trijet
738,149181,1000,985055860,bijet
739,148029,390,304015608,trijet
740,148029,389,303642220,tetrajet
741,147926,465,500810851,trijet
742,149181,991,975592065,trijet
743,149181,992,977555395,bijet
744,147926,463,498702536,bijet
745,148029,395,308535137,bijet
746,147926,466,501830891,trijet
747,149181,985,970065782,trijet
748,149181,1000,985707092,bijet
749,148029,392,305880098,trijet
750,149181,997,981981734,bijet
751,149181,986,970563738,bijet
752,149181,1788,1690639347,trijet
753,149181,991,975697154,bijet
754,148029,392,306083892,trijet
755,149181,985,970388865,bijet
756,148029,394,307842317,bijet
757,149181,985,970011192,bijet
758,148029,395,308185631,bijet
759,149181,1803,1702774864,bijet
760,149181,985,969420043,trijet
761,149181,999,983985420,trijet
762,148029,393,306387349,bijet
763,149181,1803,1702266781,bijet
764,148029,395,308630089,bijet
765,148029,394,307895657,trijet
766,148029,393,306897438,tetrajet
767,149181,991,975989172,bijet
768,149181,998,983044126,tetrajet
769,149181,1788,1691027421,bijet
770,149181,1803,1702584503,bijet
771,149181,985,969591727,bijet
772,149181,1000,985443194,trijet
773,148029,388,302742973,bijet
774,149181,1803,1702623393,bijet
775,149181,992,977559295,bijet
776,147926,467,503168566,bijet
777,148029,388,302770264,bijet
778,149181,1804,1703325359,bijet
779,148029,395,308197810,bijet
780,149181,1803,1702318714,bijet
781,149181,1788,1691005851,bijet
782,149181,998,983560473,trijet
783,149181,998,983505684,trijet
784,149181,985,969884430,trijet
785,147929,532,475460994,bijet
786,148029,393,306928846,trijet
787,149181,992,977057893,bijet
788,147926,463,498871317,bijet
789,149181,985,970363923,bijet
790,148029,389,303508005,bijet
791,148029,394,307753433,bijet
792,148029,389,303833496,bijet
793,149181,1803,1702799773,bijet
794,147926,465,501033193,bijet
795,149181,986,970479805,trijet
796,149181,992,976640910,trijet
797,147926,462,497660480,trijet
798,149181,986,971179068,trijet
799,149181,1000,984992160,bijet
800,147926,465,501448546,bijet
801,147929,532,475554944,trijet
802,148029,389,303243770,bijet
803,149181,1802,1702077083,bijet
804,149181,1803,1702216759,bijet
805,147926,463,498871912,bijet
806,149181,997,981706598,trijet
807,147926,465,501369234,bijet
808,149181,1789,1692044466,trijet
809,147926,465,500778840,bijet
810,148029,389,303615137,bijet
811,147926,465,501327363,bijet
812,147926,466,501748236,bijet
813,147926,465,501193508,bijet
814,149181,1802,1702027761,bijet
815,147926,466,501798643,tetrajet
816,149181,991,975692473,trijet
817,149181,1789,1691785726,bijet
818,149181,1789,1691940492,trijet
819,147926,462,497510225,bijet
820,149181,998,983003388,trijet
821,147926,465,501422370,bijet
822,149181,991,975648754,trijet
823,149181,999,984082110,bijet
824,149181,1000,984776010,trijet
825,147929,532,474981396,bijet
826,148029,389,303529266,bijet
827,148029,395,308188413,bijet
828,147926,465,501465790,trijet
829,149181,1804,1703052371,tetrajet
830,149181,998,983651835,trijet
831,149181,998,983018873,bijet
832,149181,1788,1690886323,bijet
833,149181,1000,985325765,trijet
834,149181,1803,1702410764,bijet
835,147926,467,503244319,bijet
836,149181,991,976415565,bijet
837,148029,390,304382997,trijet
838,149181,1788,1690492388,bijet
839,149181,1802,1701743640,tetrajet
840,149181,986,971456066,bijet
841,149181,1789,1691361278,tetrajet
842,148029,392,305711318,bijet
843,147926,462,497701464,bijet
844,149181,986,970958480,bijet
845,149181,985,969769014,bijet
846,149181,985,969546960,bijet
847,148029,389,303679131,bijet
848,149181,997,982436272,bijet
849,149181,998,983427667,bijet
850,147926,465,500809707,trijet
851,149181,1789,1691437938,bijet
852,149181,999,983854574,bijet
853,148029,389,303759350,trijet
854,149181,1803,1702622278,trijet
855,148029,395,308416836,bijet
856,148029,389,303648386,trijet
857,147926,462,497408469,bijet
858,149181,998,983188196,tetrajet
859,147926,462,497536026,trijet
860,147926,462,497585495,bijet
861,148029,388,302776534,bijet
862,147926,462,498354125,bijet
863,149181,997,982538623,bijet
864,149181,1803,1702817842,tetrajet
865,148029,390,303954394,trijet
866,147926,466,501963070,tetrajet
867,149181,986,970801504,bijet
868,149181,992,977031670,bijet
869,149181,998,983638394,bijet
870,148029,390,304418805,bijet
871,147926,467,502738476,trijet
872,149181,1802,1701547555,bijet
873,149181,1000,985402784,bijet
874,148029,395,308033862,trijet
875,149181,986,970758048,bijet
876,149181,1803,1702493054,bijet
877,147926,462,497951724,bijet
878,149181,985,969733779,bijet
879,149181,998,983235543,trijet
880,149181,1802,1701884254,trijet
881,147926,464,499876214,bijet
882,149181,1789,1691700585,bijet
883,149181,1802,1702120576,bijet
884,149181,1788,1691007688,bijet
885,149181,986,971192792,bijet
886,149181,999,983936236,trijet
887,149181,1000,985646606,bijet
888,149181,997,982090821,trijet
889,149181,991,975665390,tetrajet
890,147926,464,500438397,bijet
891,148029,388,302539273,bijet
892,148029,390,304488586,bijet
893,149181,1804,1703537794,trijet
894,148029,388,302705044,trijet
895,147926,465,500643575,bijet
896,148029,392,305743073,bijet
897,149181,992,976838600,trijet
898,148029,389,303191699,tetrajet
