user_id,isbn,rating
12515,0743456351,6
12515,080411952X,0
12515,0804119538,5
12515,0821763431,4
12515,0821767623,4
12515,1551669226,4
12982,0060085894,8
12982,0060510323,6
12982,0060927968,7
12982,0060951273,0
12982,0060951303,10
12982,0060951311,8
12982,0061008095,8
12982,006109174X,8
12982,0064401871,8
12982,0140165347,0
12982,0140284095,0
12982,0140284125,7
12982,0156006847,0
12982,0156949601,0
12982,0312195265,8
12982,0373073739,7
12982,0375707166,8
12982,0380012057,8
12982,0380400480,8
12982,0380723409,0
12982,0380750848,9
12982,0380750864,10
12982,0380752948,8
12982,0380752999,9
12982,0380756277,9
12982,0380762560,9
12982,0380790904,7
12982,0380792028,5
12982,0380802929,7
12982,0380814714,10
12982,0380851180,9
12982,0380871556,10
12982,0380896931,10
12982,0380897393,9
12982,0385285965,8
12982,0385721234,10
12982,0394751019,10
12982,0446360015,8
12982,0446606294,0
12982,0449147614,8
12982,0449150534,7
12982,0449208885,7
12982,0449214540,8
12982,0451133935,8
12982,0451187849,0
12982,0452272785,8
12982,0486298035,9
12982,0486406482,8
12982,0486414167,0
12982,0553060635,0
12982,0553241605,8
12982,0553271989,7
12982,0553279300,0
12982,0553289322,8
12982,055329315X,9
12982,0553293168,9
12982,0553293257,9
12982,0553571907,9
12982,0553574108,8
12982,0553582933,8
12982,0671019635,0
12982,0671737600,0
12982,0671739735,9
12982,0671739786,7
12982,067972902X,9
12982,0684853299,8
12982,0743219627,0
12982,0785787828,0
12982,0802130305,8
12982,080213422X,9
12982,0811212777,8
12982,0812521463,8
12982,1400034957,10
12982,1551664836,0
12982,1860462588,9
12982,1860499627,0
12982,8401328942,8
12982,8401427568,10
12982,8401463017,0
12982,8403599269,0
12982,8408041770,0
12982,8408042467,7
12982,8408047957,0
12982,8420441708,0
12982,8420482013,8
12982,8423309177,0
12982,8423321002,0
12982,8423951537,0
12982,8426413099,0
12982,8432203777,0
12982,8432207829,8
12982,8432215058,0
12982,8440694350,0
12982,8467001283,0
12982,8472237966,8
12982,8483101610,0
12982,8483270005,0
12982,8495501015,8
12982,8495501090,9
12982,8497593197,6
12982,8845210669,9
12982,9500705117,0
12982,9681500555,10
13280,0553110004,8
13280,076455168X,7
13600,0061030023,0
13600,014026065X,8
13600,0140441298,0
13600,0316608432,0
13600,0340191694,10
13600,0340750626,0
13600,0394751027,0
13600,0394751043,10
13600,0449206092,0
13600,0451198808,0
13600,0486284824,8
13600,0515135356,0
13600,0671016792,0
13600,0743222229,10
13600,0743223543,0
13600,0787609390,7
13600,0821223666,9
13600,0915144182,0
13600,1551666480,0
13600,1591291976,6
13600,186046808X,0
13600,3404129423,0
13600,3492222730,0
13915,0060589272,0
13915,0375760520,9
13915,0525945768,7
13915,0771087381,7
13915,1592400388,0
14180,0061014591,7
14180,0446523364,8
14180,0446531421,9
14180,0451409744,0
14180,0553276328,8
14180,0671737775,0
14180,0684853701,0
14180,0688147259,8
14180,0812564375,9
14232,0140148620,0
14232,202023811X,0
14232,2020336553,0
14232,2020591944,8
14232,207036240X,0
14232,2070368378,0
14232,2070376702,0
14232,2070403734,0
14232,2070408450,0
14232,2070410994,0
14232,2070513289,0
14232,2070757625,0
14232,2130530508,7
14232,2226133895,8
14232,2246462312,6
14232,2253003220,0
14232,2253009008,0
14232,2253023906,0
14232,2253044903,0
14232,2253061190,0
14232,2253061433,0
14232,2253071854,0
14232,2253072079,8
14232,2253146889,0
14232,2253153427,7
14232,2264003790,7
14232,226402769X,0
14232,2264037229,0
14232,2266082655,0
14232,2266102621,0
14232,2266104535,0
14232,2277221678,9
14232,2277241202,2
14232,2277302228,0
14232,2277302686,0
14232,2290045764,10
14232,2290049522,0
14232,2290071331,0
14232,2290141208,5
14232,2290302155,8
14232,2290303488,0
14232,2290305537,9
14232,2290308285,0
14232,2290309923,0
14232,2290311286,0
14232,2290311782,0
14232,2290312924,0
14232,2290312959,0
14232,2290314560,0
14232,2290315095,0
14232,2290315524,9
14232,2290319872,7
14232,2290321230,0
14232,2710300257,6
14232,2742743537,0
14232,2842630254,0
14232,9782020108928,0
14521,0020199309,0
14521,0028621239,0
14521,0060510854,0
14521,0061002747,0
14521,0061003697,0
14521,0061010707,0
14521,0061014176,5
14521,006103097X,0
14521,0061031151,0
14521,0061056383,0
14521,0061092541,0
14521,0140051627,0
14521,0140075577,0
14521,014023828X,0
14521,0140255125,0
14521,014039012X,0
14521,014043223X,0
14521,0140469710,0
14521,0252006860,0
14521,0312268726,0
14521,0312957890,0
14521,0312964943,0
14521,0312970684,0
14521,0312975228,0
14521,0312977891,0
14521,0312979517,0
14521,034528223X,0
14521,0345300556,0
14521,0345323335,0
14521,0345383486,0
14521,0345440404,5
14521,0373483872,0
14521,0374226385,0
14521,0374525188,0
14521,0375406956,0
14521,0375410538,0
14521,0375410546,0
14521,0380003821,0
14521,0380698919,0
14521,0380700247,0
14521,0380703475,0
14521,0380765268,0
14521,0380804174,0
14521,0393000567,0
14521,0393035891,0
14521,0425092046,0
14521,0425143945,0
14521,0425154637,0
14521,0425171094,0
14521,0425184773,0
14521,0425197387,0
14521,0439286034,0
14521,0440129613,0
14521,0440154472,0
14521,0440160677,0
14521,0440907020,0
14521,0440984459,0
14521,0441813046,0
14521,0446344281,0
14521,0446353426,0
14521,044636214X,0
14521,0446362816,0
14521,0446400181,0
14521,0446400513,0
14521,0446400998,0
14521,0446403008,0
14521,0446602280,0
14521,0446603287,0
14521,0449007383,0
14521,0449202631,0
14521,0449212882,0
14521,0449219143,0
14521,0449219623,5
14521,0449245489,7
14521,0451135989,0
14521,0451146077,5
14521,0451158288,0
14521,0451180550,0
14521,0451181050,0
14521,0451183940,0
14521,0451187261,0
14521,0451192990,0
14521,0451199332,0
14521,0451199707,0
14521,0451199871,0
14521,0451402103,0
14521,0451405498,8
14521,0451405692,0
14521,0451519167,10
14521,0451522923,0
14521,0486270572,0
14521,0486290360,0
14521,0515108618,0
14521,0515112690,0
14521,051513581X,0
14521,055310702X,5
14521,0553111507,0
14521,0553122509,0
14521,055313101X,0
14521,0553210165,0
14521,0553210246,0
14521,0553214322,0
14521,0553234617,10
14521,0553238132,0
14521,0553268473,0
14521,0553277464,0
14521,0553280635,0
14521,0553286285,0
14521,055329184X,0
14521,0553565079,0
14521,055356871X,0
14521,0553582933,0
14521,0670879428,0
14521,0671001167,0
14521,0671001744,10
14521,0671020641,0
14521,0671318411,0
14521,0671400274,0
14521,0671456857,0
14521,0671477099,8
14521,0671532642,0
14521,0671631845,0
14521,0671643703,5
14521,067165764X,5
14521,0671680420,5
14521,0671722891,10
14521,0671740504,0
14521,0671759205,0
14521,0671868098,0
14521,0671891685,0
14521,0679722661,0
14521,0679810307,0
14521,074342347X,0
14521,0743444515,0
14521,080411840X,0
14521,0812505069,0
14521,0812515617,0
14521,0812577817,5
14521,0887410995,0
14521,0899199089,0
14521,0941711080,0
14521,155166271X,0
14521,1551665166,0
14521,1551665867,0
14521,1551667150,0
14521,155204145X,0
14521,1570424810,0
14521,1572700599,5
14521,158062524X,0
14768,0060094850,6
14768,0373706413,0
14768,0373706545,0
14768,068815977X,0
14768,0743255453,8
14768,0811828964,1
14808,0385315287,6
14808,0394722655,5
14808,0446393681,10
14808,0515114049,7
14958,8408050133,6
14958,8420441708,7
14958,8420442283,7
14958,8420442402,7
14958,8420483125,7
14958,8420483532,7
14958,8420483591,7
14958,8420613487,7
14958,8423951537,7
14958,8432206407,8
14958,8432210900,7
14958,843223012X,9
14958,8439709498,7
14958,8439719558,7
14958,844062719X,7
14958,8440627203,9
14958,8440643586,8
14958,8440694539,7
14958,8478800336,6
14958,8478884955,7
14958,8478885196,7
14958,8478886451,7
14958,8478950257,7
14958,8495501465,7
15408,0020125305,0
15408,0020125607,0
15408,0060169281,0
15408,0060182563,0
15408,0060183713,0
15408,006018518X,0
15408,0060194790,7
15408,006019541X,0
15408,0060269855,0
15408,0060926201,0
15408,0060934425,0
15408,0060956445,0
15408,0060972084,0
15408,0060973595,0
15408,0060976624,0
15408,0061051489,0
15408,0061056014,0
15408,0061057363,7
15408,0061091707,0
15408,0062517392,0
15408,0064406210,0
15408,0064408183,0
15408,0064432114,0
15408,0070064547,0
15408,0140042520,0
15408,0140075569,0
15408,0140088393,0
15408,014010870X,0
15408,0140115854,9
15408,0140124039,0
15408,0140140328,0
15408,0140151028,0
15408,0140176306,0
15408,0140178139,0
15408,0140184023,0
15408,0140187758,0
15408,0140252622,0
15408,0140258132,0
15408,0140264795,0
15408,0140265155,0
15408,0140282777,8
15408,0140390227,0
15408,0141002166,0
15408,0151005141,8
15408,0300001762,0
15408,0307001342,6
15408,0307100790,0
15408,0310214696,0
15408,0310218039,0
15408,031208188X,0
15408,0312088426,0
15408,0312113102,0
15408,0312859589,0
15408,0312928408,0
15408,0312956207,0
15408,0312957041,0
15408,0312969171,0
15408,0316152447,0
15408,0316952664,0
15408,0345345304,0
15408,0345401123,0
15408,0345410033,0
15408,0345410084,0
15408,0345432991,4
15408,0345433017,0
15408,0345439244,0
15408,0345448200,0
15408,0374117349,0
15408,0374504938,0
15408,037540600X,0
15408,0375407251,0
15408,0375421440,0
15408,0375700811,0
15408,0375713344,0
15408,0375714413,0
15408,0375724575,0
15408,0380010038,0
15408,0380510944,0
15408,0380711141,0
15408,0380803941,0
15408,0385320108,0
15408,0385333366,0
15408,0385480016,0
15408,0385495358,0
15408,0385498772,0
15408,0385501560,0
15408,0385720408,0
15408,0393008533,0
15408,0393020185,7
15408,0393039242,0
15408,0393050424,0
15408,0393962938,0
15408,0394178009,7
15408,0394529197,0
15408,0394587545,0
15408,0394726413,0
15408,0394732928,0
15408,0394747232,9
15408,0394860292,9
15408,0395442567,0
15408,0395711797,8
15408,039923490X,0
15408,0399504338,10
15408,0425162346,0
15408,0425185168,0
15408,0439087589,0
15408,0439099404,8
15408,0440178592,0
15408,0440187354,0
15408,0440204399,0
15408,0440318688,0
15408,0440473780,0
15408,0441005314,0
15408,0441005934,0
15408,0441006256,0
15408,0446314803,0
15408,0446403342,0
15408,0446519650,0
15408,0446601616,0
15408,0446603686,0
15408,0446605506,0
15408,0446610607,0
15408,0449003299,0
15408,0449209105,0
15408,044922323X,0
15408,0451151178,0
15408,0451198301,0
15408,0451401492,0
15408,0451405498,0
15408,0451522192,0
15408,0451524756,0
15408,0451525140,0
15408,0451525949,0
15408,0451527623,0
15408,0452255791,0
15408,0452279488,0
15408,0452280362,0
15408,0452280818,0
15408,0452282063,0
15408,0486264637,0
15408,0486275507,10
15408,0517595761,0
15408,0525248609,0
15408,052594673X,0
15408,0553107755,0
15408,0553210165,0
15408,0553210246,0
15408,055321229X,0
15408,0553213296,0
15408,0553258478,0
15408,0553268082,0
15408,0553273108,0
15408,0553347756,8
15408,0553379534,0
15408,0590411365,0
15408,0590465953,0
15408,0590489933,0
15408,059050214X,0
15408,0590509608,0
15408,0590926675,0
15408,0590962736,0
15408,0590996835,0
15408,0609600788,0
15408,0670829390,0
15408,0670878812,0
15408,0670891932,0
15408,0671027352,0
15408,0671045555,7
15408,0671567837,0
15408,0671620495,0
15408,067164405X,0
15408,0671656090,0
15408,0671666401,0
15408,0671683063,0
15408,0671725661,0
15408,0671736868,0
15408,067186923X,0
15408,0671871501,0
15408,0671880640,0
15408,0671892614,0
15408,0671892673,0
15408,067940211X,0
15408,0679403922,0
15408,0679407596,0
15408,067941388X,0
15408,0679426620,0
15408,0679430717,0
15408,0679445358,7
15408,0679454292,0
15408,0679454748,0
15408,0679462988,0
15408,0679733973,0
15408,0679734570,0
15408,0679744479,8
15408,0679745688,0
15408,0684803798,9
15408,0684824892,0
15408,0684825910,0
15408,0684837242,0
15408,0684845989,0
15408,0684846004,6
15408,0688153321,0
15408,0688169678,0
15408,0689113161,0
15408,0689715404,0
15408,0689822804,0
15408,071483839X,0
15408,0743225120,7
15408,0743427084,10
15408,0763609102,8
15408,0767902335,0
15408,0767905040,0
15408,0767910079,5
15408,0786011343,0
15408,0786011939,0
15408,078601458X,0
15408,0786862343,0
15408,0786865504,0
15408,0786883219,0
15408,0802116698,8
15408,0804108293,10
15408,0804112975,0
15408,0805000585,0
15408,0807070920,0
15408,0811802981,7
15408,0811826856,8
15408,0812035712,0
15408,0816749701,0
15408,0849930502,0
15408,0861711505,0
15408,0870529161,0
15408,0872860175,0
15408,0874772095,0
15408,0876854374,0
15408,0883659948,0
15408,0892132922,0
15408,0893753688,0
15408,0893759910,0
15408,0895779129,0
15408,0899093809,0
15408,0912670665,0
15408,0916291456,10
15408,0920668372,0
15408,092963408X,0
15408,0932194400,0
15408,0939149354,0
15408,0942257251,0
15408,096092261X,0
15408,1400045029,0
15408,1552801691,0
15408,1558747478,0
15408,1561385751,9
15408,1565120833,0
15408,1565121368,0
15408,1570621608,9
15408,1573220310,0
15408,157322099X,0
15408,1573221503,5
15408,1573229377,0
15408,1578563933,0
15700,0312970129,0
15700,0671522779,10
15700,1571740562,0
16749,0312970625,5
16749,0679455876,6
16876,0061090808,5
16876,0312977670,5
16876,0671679155,5
16876,1575667630,5
16916,0060177233,0
16916,0061008109,0
16916,0061010588,0
16916,0061092509,0
16916,0061098760,0
16916,0140430423,0
16916,0312246560,0
16916,0312251890,0
16916,0312926286,0
16916,0312957734,0
16916,0312961308,0
16916,0312974027,0
16916,0312978707,0
16916,0312979517,0
16916,0312982607,0
16916,0312984170,0
16916,0312985258,0
16916,0316735698,0
16916,0345310306,0
16916,0345380193,0
16916,0345426541,0
16916,0345434943,0
16916,0345461983,0
16916,0373185073,0
16916,0373218087,0
16916,0373288808,0
16916,0373484380,0
16916,0373832532,0
16916,0380703149,0
16916,0380733234,0
16916,038075889X,0
16916,0380787709,0
16916,0380790947,0
16916,0380799146,0
16916,038080025X,0
16916,0380808315,0
16916,0380812975,0
16916,0385308361,0
16916,0385319576,0
16916,0385334702,0
16916,038547024X,0
16916,0399139060,0
16916,0399149309,0
16916,0425068072,0
16916,0425068293,0
16916,0425129632,0
16916,0425152545,0
16916,0425161994,0
16916,0425165140,0
16916,0425171892,0
16916,0425178587,0
16916,0425190374,0
16916,0425191192,6
16916,0440143217,0
16916,0440147190,0
16916,0440181658,0
16916,0440204941,0
16916,0440206111,0
16916,0440211352,0
16916,0440211697,0
16916,0440212022,0
16916,0440213460,0
16916,0440216850,0
16916,0440221048,0
16916,0440224225,0
16916,0440226686,0
16916,0440228433,0
16916,0440234697,0
16916,0440351626,0
16916,0440416639,0
16916,0440918642,0
16916,0441004849,0
16916,0446328103,0
16916,0446518042,10
16916,0446600598,0
16916,0446604135,0
16916,0448095106,0
16916,0449006034,0
16916,0449133346,0
16916,0449149455,0
16916,0449212785,0
16916,044921849X,0
16916,0449223558,0
16916,0449224384,0
16916,0449701875,0
16916,0451125509,0
16916,0451130448,0
16916,0451143752,0
16916,0451166973,0
16916,0451183339,0
16916,0451184068,0
16916,0451202767,0
16916,0451206665,0
16916,0451455126,0
16916,0451458826,0
16916,0451527127,0
16916,0486287769,0
16916,0486298574,0
16916,0515103446,0
16916,0515115231,8
16916,051512012X,0
16916,0517593335,0
16916,0525246606,0
16916,0525938532,0
16916,0525941673,0
16916,0553100742,0
16916,0553110942,0
16916,0553114271,0
16916,0553246089,0
16916,055356272X,0
16916,0553571737,0
16916,0553575945,0
16916,0553802518,0
16916,059048611X,0
16916,0671001167,0
16916,0671020641,0
16916,067102700X,0
16916,0671034413,0
16916,0671039415,0
16916,0671463144,0
16916,0671537466,0
16916,0671550551,0
16916,0671550764,0
16916,0671550772,0
16916,0671568825,0
16916,0671640127,0
16916,0671640585,0
16916,0671672770,0
16916,0671689738,0
16916,0671692712,0
16916,067187456X,0
16916,0679403566,0
16916,0679429883,0
16916,0688046185,0
16916,068816112X,0
16916,069401236X,0
16916,0743202988,0
16916,074340341X,0
16916,0743436601,0
16916,0756400929,0
16916,0765342618,0
16916,0786010924,0
16916,0786012676,0
16916,0786889098,0
16916,0802137938,0
16916,0804114285,0
16916,0812552636,0
16916,0821746480,0
16916,0821749749,0
16916,0821755943,0
16916,0821758039,0
16916,0821771078,0
16916,0821772112,0
16916,0842332367,0
16916,0843940719,0
16916,0843944390,0
16916,0843949678,0
16916,0843950242,0
16916,0843950471,0
16916,0913990426,0
16916,0964631601,0
16916,1551661667,0
16916,1551661721,0
16916,1551664593,0
16916,1551665360,0
16916,1551666162,0
16916,1551669072,0
16916,1565843436,0
16916,1573222089,0
16916,1575660067,0
16996,0060807792,8
16996,0064402053,7
16996,014034019X,9
16996,0374525811,0
16996,0393020495,0
16996,0399139443,0
16996,0440900794,9
16996,0486275434,0
16996,0517605171,9
16996,067944999X,8
16996,0743418875,0
16996,0840776381,6
16996,0840777965,6
16996,084230052X,8
16996,0842335684,6
16996,0842335986,5
16996,0842358099,6
16996,0899199089,7
16996,1853260916,0
17233,0375724850,0
17233,0446532444,0
17233,0449207668,7
17233,0812044398,10
17247,0345332997,0
17247,0671015443,9
17247,0671660187,7
17247,0671780689,3
17247,0671883429,9
17247,0812509242,7
17560,8804288264,0
17560,8807812576,0
17560,8811520304,0
17560,881711359X,10
17560,8845247414,0
17560,8846202864,0
17859,0141002069,0
17859,0312141475,0
17859,0312875681,0
17859,0345336429,0
17859,0345374827,0
17859,0345438183,0
17859,0373226802,0
17859,0375500723,10
17859,0375704299,0
17859,0375757562,0
17859,0380599317,0
17859,0385491832,0
17859,0395353629,0
17859,0399140522,8
17859,0553052462,0
17859,0671002201,0
17859,0671759310,0
17859,0684810484,0
17859,0684836173,0
17859,0684865459,10
17859,0684867419,9
17859,0743422996,0
18429,0061032212,7
18429,0451209443,7
18429,1594480001,7
18679,0330301497,8
18679,0394758285,9
18679,0486408825,0
18679,0679722068,6
18679,1857232739,0
19206,0140265848,8
19206,0140295569,0
19206,0451164075,7
19206,0618009345,10
19206,0786869011,0
19206,8804376554,7
